eff_dt,merchant_nm,cust_no
8/22/2017,MATAHARI DEPARTMENT,3109095
8/6/2017,MATAHARI DEPARTMENT,3135342.4
8/27/2017,MATAHARI DEPARTMENT,1713740.6
8/31/2017,MATAHARI DEPARTMENT,2114061
8/13/2017,MATAHARI DEPARTMENT,148343.8
8/12/2017,MATAHARI DEPARTMENT,2060014.6
8/8/2017,MATAHARI DEPARTMENT,1895795.8
8/15/2017,MATAHARI DEPARTMENT,1501484.2
8/9/2017,MATAHARI DEPARTMENT,2612124.4
8/26/2017,MATAHARI DEPARTMENT,2863790.8
8/9/2017,MATAHARI DEPARTMENT,61542.4
8/9/2017,MATAHARI DEPARTMENT,3013825.2
8/10/2017,MATAHARI DEPARTMENT,2073152
8/11/2017,MATAHARI DEPARTMENT,1715751.8
8/12/2017,MATAHARI DEPARTMENT,120823.6
8/26/2017,MATAHARI DEPARTMENT,1179804.4
8/23/2017,MATAHARI DEPARTMENT,1927392.8
8/14/2017,MATAHARI DEPARTMENT,2607102.8
8/20/2017,MATAHARI DEPARTMENT,160054.4
8/7/2017,MATAHARI DEPARTMENT,1886642.4
8/14/2017,MATAHARI DEPARTMENT,2067322.2
8/27/2017,MATAHARI DEPARTMENT,134618.2
8/20/2017,MATAHARI DEPARTMENT,868762
8/8/2017,MATAHARI DEPARTMENT,137020
8/27/2017,MATAHARI DEPARTMENT,295562.2
8/31/2017,MATAHARI DEPARTMENT,68550.6
8/24/2017,MATAHARI DEPARTMENT,547419
8/5/2017,MATAHARI DEPARTMENT,489142.8
8/12/2017,MATAHARI DEPARTMENT,1510300.8
8/26/2017,MATAHARI DEPARTMENT,2073152
8/9/2017,MATAHARI DEPARTMENT,162634.4
8/14/2017,MATAHARI DEPARTMENT,2013499.4
8/13/2017,MATAHARI DEPARTMENT,1710748.6
8/13/2017,MATAHARI DEPARTMENT,1710748.6
8/25/2017,MATAHARI DEPARTMENT,3619985.8
8/8/2017,MATAHARI DEPARTMENT,143789.2
8/4/2017,MATAHARI DEPARTMENT,1463532
8/1/2017,MATAHARI DEPARTMENT,1913222
8/28/2017,MATAHARI DEPARTMENT,2073152
8/10/2017,MATAHARI DEPARTMENT,1651536.8
8/11/2017,MATAHARI DEPARTMENT,69503.6
8/30/2017,MATAHARI DEPARTMENT,2274445.4
8/1/2017,MATAHARI DEPARTMENT,2288435.8
8/16/2017,MATAHARI DEPARTMENT,1577090.6
8/1/2017,MATAHARI DEPARTMENT,534622.2
8/8/2017,MATAHARI DEPARTMENT,143789.2
8/20/2017,MATAHARI DEPARTMENT,195687.6
8/7/2017,MATAHARI DEPARTMENT,2444157.6
8/7/2017,MATAHARI DEPARTMENT,487644.8
8/6/2017,MATAHARI DEPARTMENT,172020.4
8/2/2017,MATAHARI DEPARTMENT,1038484
8/13/2017,MATAHARI DEPARTMENT,4093132
8/20/2017,MATAHARI DEPARTMENT,837487.4
8/20/2017,MATAHARI DEPARTMENT,2183684.2
8/26/2017,MATAHARI DEPARTMENT,1730385
8/18/2017,MATAHARI DEPARTMENT,1720855.2
8/12/2017,MATAHARI DEPARTMENT,1546114.2
8/6/2017,MATAHARI DEPARTMENT,1368045.4
8/6/2017,MATAHARI DEPARTMENT,1377544.8
8/17/2017,MATAHARI DEPARTMENT,1457082.4
8/9/2017,MATAHARI DEPARTMENT,2062442.4
8/14/2017,MATAHARI DEPARTMENT,3879925.6
8/6/2017,MATAHARI DEPARTMENT,1333849.4
8/15/2017,MATAHARI DEPARTMENT,2037688
8/26/2017,MATAHARI DEPARTMENT,3899070.2
8/30/2017,MATAHARI DEPARTMENT,3327574.6
8/30/2017,MATAHARI DEPARTMENT,2548797.2
8/24/2017,MATAHARI DEPARTMENT,193484.8
8/6/2017,MATAHARI DEPARTMENT,152833.4
8/9/2017,MATAHARI DEPARTMENT,3252144.4
8/23/2017,MATAHARI DEPARTMENT,1462308.2
8/21/2017,MATAHARI DEPARTMENT,367185.6
8/20/2017,MATAHARI DEPARTMENT,1621811
8/20/2017,MATAHARI DEPARTMENT,3899070.2
8/17/2017,MATAHARI DEPARTMENT,1034318.8
8/12/2017,MATAHARI DEPARTMENT,957458
8/11/2017,MATAHARI DEPARTMENT,104639.8
8/26/2017,MATAHARI DEPARTMENT,2298358.2
8/9/2017,MATAHARI DEPARTMENT,3099115.4
8/6/2017,MATAHARI DEPARTMENT,1445483.6
8/12/2017,MATAHARI DEPARTMENT,1842623.2
8/23/2017,MATAHARI DEPARTMENT,2572363.2
8/31/2017,MATAHARI DEPARTMENT,83428
8/15/2017,MATAHARI DEPARTMENT,2073152
8/30/2017,MATAHARI DEPARTMENT,754971.4
8/8/2017,MATAHARI DEPARTMENT,2199779.6
8/17/2017,MATAHARI DEPARTMENT,3708832.2
8/13/2017,MATAHARI DEPARTMENT,4093132
8/3/2017,MATAHARI DEPARTMENT,451209.4
8/6/2017,MATAHARI DEPARTMENT,1175071.6
8/25/2017,MATAHARI DEPARTMENT,3413172.4
8/30/2017,MATAHARI DEPARTMENT,124804
8/6/2017,MATAHARI DEPARTMENT,1937287.6
8/5/2017,MATAHARI DEPARTMENT,3830200.2
8/6/2017,MATAHARI DEPARTMENT,1770892.8
8/12/2017,MATAHARI DEPARTMENT,3832015.6
8/25/2017,MATAHARI DEPARTMENT,1652489.4
8/19/2017,MATAHARI DEPARTMENT,1390138.4
8/3/2017,MATAHARI DEPARTMENT,58526.8
8/27/2017,MATAHARI DEPARTMENT,3888815.8
8/20/2017,MATAHARI DEPARTMENT,868762
8/11/2017,MATAHARI DEPARTMENT,142238.8
8/3/2017,MATAHARI DEPARTMENT,485937.6
8/26/2017,MATAHARI DEPARTMENT,1559996.4
8/26/2017,MATAHARI DEPARTMENT,1559996.4
8/12/2017,MATAHARI DEPARTMENT,1209055.8
8/6/2017,MATAHARI DEPARTMENT,386656.8
8/6/2017,MATAHARI DEPARTMENT,471787.4
8/27/2017,MATAHARI DEPARTMENT,2361335.2
8/8/2017,MATAHARI DEPARTMENT,1294709.2
8/10/2017,MATAHARI DEPARTMENT,1528354.8
8/10/2017,MATAHARI DEPARTMENT,2075608.4
8/31/2017,MATAHARI DEPARTMENT,1808703.2
8/4/2017,MATAHARI DEPARTMENT,3282095
8/30/2017,MATAHARI DEPARTMENT,2231838.4
8/7/2017,MATAHARI DEPARTMENT,388751.4
8/3/2017,LASER CLINIC,318620.2
8/7/2017,LASER CLINIC,523296.6
8/1/2017,LASER CLINIC,2890509.6
8/28/2017,LASER CLINIC,87820
8/3/2017,LASER CLINIC,318620.2
8/30/2017,LASER CLINIC,87820
8/15/2017,LASER CLINIC,3672802
8/19/2017,AUNTI ANNE'S,126777.6
8/26/2017,AUNTI ANNE'S,1368453.2
8/9/2017,AUNTI ANNE'S,2033806
8/20/2017,AUNTI ANNE'S,1283354.6
8/11/2017,AUNTI ANNE'S,934723.2
8/19/2017,AUNTI ANNE'S,87827.8
8/9/2017,AUNTI ANNE'S,1496708
8/9/2017,AUNTI ANNE'S,876294
8/4/2017,AUNTI ANNE'S,2171774.8
8/4/2017,AUNTI ANNE'S,1589773.8
8/20/2017,AUNTI ANNE'S,2395451.8
8/3/2017,AUNTI ANNE'S,1571687.6
8/27/2017,AUNTI ANNE'S,1875461
8/31/2017,AUNTI ANNE'S,1811868.2
8/6/2017,AUNTI ANNE'S,721696.2
8/1/2017,AUNTI ANNE'S,795829.2
8/31/2017,AUNTI ANNE'S,2156340.6
8/26/2017,AUNTI ANNE'S,1872792.4
8/8/2017,AUNTI ANNE'S,2117322.2
8/19/2017,AUNTI ANNE'S,3099115.4
8/6/2017,AUNTI ANNE'S,1401080.2
8/30/2017,AUNTI ANNE'S,133591.4
8/10/2017,AUNTI ANNE'S,2455004.2
8/6/2017,AUNTI ANNE'S,983354.2
8/13/2017,AUNTI ANNE'S,2190129.8
8/30/2017,AUNTI ANNE'S,304972
8/8/2017,AUNTI ANNE'S,2684232.2
8/6/2017,AUNTI ANNE'S,767798
8/13/2017,AUNTI ANNE'S,1945920.6
8/13/2017,AUNTI ANNE'S,767798
8/9/2017,AUNTI ANNE'S,2733780.2
8/27/2017,AUNTI ANNE'S,815691.2
8/31/2017,AUNTI ANNE'S,105257.6
8/30/2017,AUNTI ANNE'S,1348349.4
8/2/2017,AUNTI ANNE'S,1496708
8/27/2017,AUNTI ANNE'S,98152.8
8/22/2017,AUNTI ANNE'S,479355.8
8/13/2017,AUNTI ANNE'S,890922.2
8/17/2017,AUNTI ANNE'S,822223
8/19/2017,AUNTI ANNE'S,1515607.2
8/25/2017,AUNTI ANNE'S,609664.8
8/17/2017,AUNTI ANNE'S,1604480.6
8/27/2017,AUNTI ANNE'S,995970.4
8/26/2017,AUNTI ANNE'S,594895.2
8/17/2017,AUNTI ANNE'S,3290253.4
8/9/2017,AUNTI ANNE'S,474719.6
8/24/2017,AUNTI ANNE'S,304283.8
8/7/2017,AUNTI ANNE'S,722951.6
8/30/2017,H&M,1093303.4
8/27/2017,H&M,2285355.6
8/19/2017,H&M,1917817.8
8/8/2017,H&M,1159545.6
8/26/2017,H&M,684205.2
8/11/2017,H&M,2078458.6
8/22/2017,H&M,2785541.6
8/1/2017,H&M,1408798.6
8/9/2017,H&M,623953.2
8/29/2017,H&M,48685.8
8/18/2017,H&M,934429.6
8/4/2017,H&M,1411514.6
8/9/2017,H&M,1557341.4
8/29/2017,H&M,1291396.4
8/31/2017,H&M,2210697.2
8/31/2017,H&M,1256407.2
8/31/2017,H&M,2200238.2
8/6/2017,H&M,78466.4
8/22/2017,H&M,1976816
8/27/2017,H&M,2359980.2
8/12/2017,H&M,1314749.6
8/29/2017,H&M,121019.2
8/29/2017,H&M,121019.2
8/1/2017,H&M,3416569.6
8/21/2017,H&M,2073152
8/23/2017,H&M,508853.4
8/28/2017,H&M,3003514.2
8/17/2017,H&M,33403.2
8/17/2017,H&M,48685.8
8/1/2017,H&M,3813965
8/13/2017,H&M,1822207
8/23/2017,H&M,1313992.8
8/5/2017,H&M,205472
8/17/2017,H&M,1083593.4
8/16/2017,H&M,76230
8/24/2017,H&M,2062545.8
8/5/2017,H&M,849869.4
8/10/2017,H&M,176257.2
8/12/2017,H&M,1188340.2
8/11/2017,H&M,2685990.6
8/26/2017,H&M,3307950.8
8/14/2017,H&M,1986155.6
8/14/2017,H&M,562329
8/13/2017,H&M,2036094.6
8/12/2017,H&M,2821077.4
8/31/2017,H&M,872564.4
8/11/2017,H&M,188793.2
8/11/2017,H&M,188793.2
8/11/2017,H&M,153768.2
8/11/2017,H&M,1772175
8/11/2017,H&M,1430273.2
8/17/2017,H&M,97681.4
8/11/2017,H&M,2316047.6
8/24/2017,H&M,115283.4
8/24/2017,H&M,3317129.8
8/24/2017,H&M,1896112.4
8/24/2017,H&M,2188784.4
8/15/2017,H&M,2073152
8/26/2017,H&M,3361303.4
8/11/2017,H&M,1674723.8
8/10/2017,H&M,234816.6
8/24/2017,H&M,1599646.8
8/13/2017,H&M,3235501.4
8/23/2017,H&M,3694005.6
8/17/2017,H&M,3416569.6
8/27/2017,H&M,2493789
8/27/2017,H&M,100330.6
8/19/2017,H&M,2237768.4
8/15/2017,H&M,1597695.6
8/11/2017,H&M,796656.6
8/27/2017,H&M,100330.6
8/17/2017,H&M,2220890.8
8/26/2017,H&M,2591307.4
8/17/2017,H&M,104457.6
8/17/2017,H&M,1331067.6
8/17/2017,H&M,467955
8/17/2017,H&M,2550251.4
8/17/2017,H&M,1222617.4
8/17/2017,H&M,1612292
8/17/2017,H&M,70788
8/18/2017,H&M,3278404.8
8/24/2017,H&M,742275
8/25/2017,H&M,3720968.6
8/24/2017,H&M,2390967.2
8/24/2017,H&M,84443.4
8/24/2017,H&M,84443.4
8/17/2017,H&M,61296.6
8/29/2017,H&M,1921452.6
8/6/2017,H&M,2188188.6
8/24/2017,H&M,85937
8/17/2017,H&M,629936.8
8/16/2017,H&M,1523736.4
8/13/2017,H&M,543632
8/14/2017,H&M,385379.4
8/18/2017,H&M,1279056.8
8/16/2017,H&M,1200965.6
8/27/2017,H&M,993361.2
8/17/2017,H&M,1656988.4
8/18/2017,H&M,444189.4
8/17/2017,H&M,113648.8
8/17/2017,H&M,1700128.4
8/17/2017,H&M,61296.6
8/18/2017,H&M,1722125.6
8/17/2017,H&M,175071
8/26/2017,H&M,1523867.6
8/15/2017,H&M,2359980.2
8/12/2017,H&M,2079191.4
8/13/2017,H&M,839964.4
8/19/2017,H&M,1222806.6
8/11/2017,H&M,484312
8/11/2017,H&M,126335.6
8/22/2017,H&M,3907035.2
8/17/2017,H&M,142656
8/11/2017,H&M,85415
8/28/2017,H&M,488748.4
8/11/2017,H&M,415687.8
8/23/2017,H&M,103858.4
8/1/2017,H&M,688391.6
8/19/2017,H&M,1917817.8
8/16/2017,H&M,1917817.8
8/11/2017,H&M,1976816
8/16/2017,H&M,2069343.2
8/16/2017,H&M,1917817.8
8/29/2017,H&M,4008581
8/27/2017,H&M,1759140.2
8/23/2017,H&M,2700984.8
8/3/2017,H&M,1246555.4
8/17/2017,H&M,2569664.6
8/12/2017,H&M,2730059.2
8/25/2017,H&M,2073152
8/22/2017,H&M,3988374
8/2/2017,H&M,2117322.2
8/26/2017,H&M,911302.8
8/26/2017,H&M,911302.8
8/1/2017,H&M,57332
8/2/2017,H&M,2966677.4
8/1/2017,H&M,1206779.6
8/29/2017,H&M,2326165
8/16/2017,H&M,1917817.8
8/26/2017,H&M,2595934.2
8/23/2017,H&M,584469.4
8/4/2017,H&M,2161730
8/4/2017,H&M,429579.6
8/4/2017,H&M,2161730
8/4/2017,H&M,2802723.2
8/4/2017,H&M,3057597.4
8/22/2017,H&M,776486.8
8/4/2017,H&M,891372.6
8/4/2017,H&M,1986155.6
8/4/2017,H&M,1538986
8/4/2017,H&M,1162696.2
8/4/2017,H&M,244964.2
8/23/2017,H&M,134212
8/23/2017,H&M,632848.4
8/23/2017,H&M,893930
8/23/2017,H&M,1212300.8
8/23/2017,H&M,1039314.6
8/9/2017,H&M,59915.2
8/23/2017,H&M,1721585.8
8/23/2017,H&M,5104
8/23/2017,H&M,1730533.8
8/19/2017,H&M,1733934.6
8/16/2017,H&M,115310.2
8/23/2017,H&M,1499659.4
8/23/2017,H&M,74670.6
8/23/2017,H&M,980432.4
8/23/2017,H&M,1725030
8/23/2017,H&M,1260272.8
8/19/2017,H&M,1595020.2
8/1/2017,H&M,334686.2
8/10/2017,H&M,1729983.6
8/20/2017,H&M,2518145.6
8/22/2017,H&M,2395499.8
8/21/2017,H&M,2783625.6
8/31/2017,H&M,295453.4
8/6/2017,H&M,898179.2
8/4/2017,H&M,206691.4
8/22/2017,H&M,2047390.6
8/16/2017,H&M,1917817.8
8/7/2017,H&M,3700654.8
8/27/2017,H&M,1016068.6
8/22/2017,H&M,1144584.8
8/31/2017,H&M,2073152
8/15/2017,H&M,2821077.4
8/22/2017,H&M,57695.8
8/4/2017,H&M,1609794.8
8/11/2017,H&M,1469742.2
8/8/2017,H&M,1599646.8
8/13/2017,H&M,732977.6
8/11/2017,H&M,3038479.2
8/3/2017,H&M,58526.8
8/26/2017,H&M,555084.2
8/1/2017,H&M,824390.4
8/13/2017,H&M,434650.4
8/1/2017,H&M,824390.4
8/12/2017,H&M,1125838.2
8/11/2017,H&M,752602.8
8/1/2017,H&M,1197081.8
8/22/2017,H&M,2073152
8/9/2017,H&M,3252144.4
8/12/2017,H&M,3390295.4
8/26/2017,H&M,682054.2
8/18/2017,H&M,2718200.2
8/24/2017,H&M,103858.4
8/25/2017,H&M,1653210.4
8/27/2017,H&M,2157430.2
8/19/2017,H&M,897043.8
8/3/2017,H&M,1173234.6
8/19/2017,H&M,979286.8
8/22/2017,H&M,87933.4
8/8/2017,H&M,101091.2
8/25/2017,H&M,1779694.2
8/25/2017,H&M,2062634
8/19/2017,H&M,63323
8/25/2017,H&M,2189472.2
8/20/2017,H&M,3073579.6
8/19/2017,H&M,897043.8
8/22/2017,H&M,1443740.6
8/9/2017,H&M,2119854.2
8/12/2017,H&M,975138.4
8/1/2017,H&M,2139452.4
8/15/2017,H&M,2073152
8/16/2017,H&M,1759799.2
8/1/2017,H&M,3700654.8
8/21/2017,H&M,955173.2
8/13/2017,H&M,1521030.4
8/19/2017,H&M,1222806.6
8/22/2017,H&M,1968093.4
8/20/2017,H&M,318907.8
8/25/2017,H&M,856722.8
8/25/2017,H&M,176605.2
8/25/2017,H&M,2372207.4
8/25/2017,H&M,152430
8/25/2017,H&M,173739.4
8/22/2017,H&M,2363738.4
8/31/2017,H&M,1285188.2
8/22/2017,H&M,3287058.4
8/5/2017,H&M,849869.4
8/18/2017,H&M,476149.4
8/19/2017,H&M,3112.2
8/6/2017,H&M,152833.4
8/17/2017,H&M,1337682
8/4/2017,H&M,1384508.4
8/13/2017,H&M,1954697
8/12/2017,H&M,291171.8
8/24/2017,H&M,210064.2
8/7/2017,H&M,1185843.4
8/5/2017,H&M,489142.8
8/6/2017,H&M,935534.8
8/6/2017,H&M,1508907
8/10/2017,H&M,1978334.4
8/9/2017,H&M,3013825.2
8/25/2017,H&M,1177344.6
8/31/2017,H&M,2785541.6
8/5/2017,H&M,2037875.2
8/7/2017,H&M,1350116.4
8/24/2017,H&M,2101180
8/15/2017,H&M,1160812
8/15/2017,H&M,1675941.4
8/15/2017,H&M,2144397
8/5/2017,H&M,668866.6
8/6/2017,H&M,1667883.8
8/5/2017,H&M,66253.2
8/5/2017,H&M,918788
8/5/2017,H&M,918788
8/5/2017,H&M,1212300.8
8/2/2017,H&M,148779.8
8/5/2017,H&M,1551569.4
8/5/2017,H&M,1077925
8/19/2017,H&M,174873
8/14/2017,H&M,2438932.6
8/7/2017,H&M,334686.2
8/12/2017,H&M,1598227.2
8/13/2017,H&M,2651591
8/8/2017,H&M,467383.8
8/13/2017,H&M,2542829.8
8/1/2017,H&M,3700654.8
8/5/2017,H&M,1773532.4
8/30/2017,H&M,930470.4
8/15/2017,H&M,1258082.8
8/4/2017,H&M,62930.2
8/26/2017,H&M,1787069
8/9/2017,H&M,2721466.8
8/9/2017,H&M,488748.4
8/9/2017,H&M,1795527
8/9/2017,H&M,1260272.8
8/20/2017,H&M,903714.8
8/9/2017,H&M,1340032.2
8/9/2017,H&M,316108
8/9/2017,H&M,3038479.2
8/9/2017,H&M,136445.2
8/19/2017,H&M,3487563.8
8/5/2017,H&M,366759.2
8/8/2017,H&M,143789.2
8/9/2017,H&M,1526851.4
8/9/2017,H&M,281496.8
8/6/2017,H&M,2238656.4
8/30/2017,H&M,641318.2
8/7/2017,H&M,2159735.4
8/23/2017,H&M,1016605.6
8/17/2017,H&M,3708832.2
8/5/2017,H&M,1736001.4
8/9/2017,H&M,2054220.6
8/9/2017,H&M,247437.8
8/19/2017,H&M,897043.8
8/5/2017,H&M,105460.4
8/6/2017,H&M,592248.4
8/10/2017,H&M,2785541.6
8/19/2017,H&M,104457.6
8/5/2017,H&M,1168782.8
8/19/2017,H&M,1949030.2
8/6/2017,H&M,2488043.8
8/5/2017,H&M,1880808
8/21/2017,H&M,972225.4
8/19/2017,H&M,1403948.8
8/19/2017,H&M,58447.8
8/19/2017,H&M,1864168.6
8/21/2017,H&M,1936386.2
8/25/2017,H&M,1400978.2
8/24/2017,H&M,2100840.6
8/23/2017,H&M,342854.2
8/21/2017,H&M,2879209.8
8/19/2017,H&M,2196783.2
8/21/2017,H&M,2629433.4
8/21/2017,H&M,2159861.4
8/25/2017,H&M,1957271.8
8/13/2017,H&M,952809.2
8/25/2017,H&M,3397968
8/19/2017,H&M,75383.2
8/20/2017,H&M,1041439.4
8/19/2017,H&M,569369.4
8/19/2017,H&M,569369.4
8/12/2017,H&M,1023786.2
8/20/2017,H&M,1583359.8
8/19/2017,H&M,2201146.2
8/16/2017,H&M,2598748.8
8/6/2017,H&M,1165673.4
8/5/2017,H&M,1124227.8
8/2/2017,H&M,2117322.2
8/21/2017,H&M,268895.8
8/20/2017,H&M,1391956.6
8/20/2017,H&M,1391956.6
8/5/2017,H&M,934067.4
8/6/2017,H&M,96248.6
8/4/2017,H&M,3282095
8/6/2017,H&M,791519.2
8/21/2017,H&M,691583.2
8/20/2017,H&M,1975569.6
8/5/2017,H&M,1368543.6
8/19/2017,H&M,824390.4
8/19/2017,H&M,1782634
8/20/2017,H&M,700954
8/20/2017,H&M,1878377.2
8/7/2017,H&M,66030.2
8/7/2017,H&M,1558756.8
8/19/2017,H&M,2878805.6
8/19/2017,H&M,2878805.6
8/19/2017,H&M,2878805.6
8/20/2017,H&M,140494.8
8/20/2017,H&M,140494.8
8/19/2017,H&M,648142
8/19/2017,H&M,648142
8/19/2017,H&M,648142
8/19/2017,H&M,100887.6
8/5/2017,H&M,175955.4
8/18/2017,H&M,462002.8
8/5/2017,H&M,1684977.6
8/19/2017,H&M,2647806.6
8/20/2017,H&M,111454.8
8/20/2017,H&M,111454.8
8/18/2017,H&M,462002.8
8/6/2017,H&M,2810263.2
8/6/2017,H&M,352485.6
8/9/2017,H&M,155449.2
8/5/2017,H&M,592293.8
8/13/2017,H&M,2341421.6
8/5/2017,H&M,1776235.2
8/20/2017,H&M,234816.6
8/20/2017,H&M,186401.4
8/19/2017,H&M,2725147.4
8/18/2017,H&M,2697907.2
8/19/2017,H&M,133772
8/19/2017,H&M,58601
8/18/2017,H&M,488748.4
8/13/2017,H&M,1328235.8
8/18/2017,H&M,1641384.4
8/26/2017,H&M,2376428.6
8/19/2017,H&M,104457.6
8/18/2017,H&M,1269088.6
8/25/2017,H&M,2210453.2
8/2/2017,H&M,1803215.8
8/26/2017,H&M,3418831.4
8/15/2017,H&M,70351.4
8/15/2017,H&M,1626701.2
8/15/2017,H&M,1385380.8
8/6/2017,H&M,105300.2
8/5/2017,H&M,3395247.4
8/6/2017,H&M,1151713.2
8/15/2017,H&M,230264.8
8/15/2017,H&M,581785
8/15/2017,H&M,2834419.4
8/15/2017,H&M,835302
8/15/2017,H&M,835302
8/15/2017,H&M,835302
8/15/2017,H&M,1453265.4
8/15/2017,H&M,3714772
8/15/2017,H&M,405918.8
8/15/2017,H&M,2251960.6
8/15/2017,H&M,2615879.6
8/5/2017,H&M,1331067.6
8/9/2017,H&M,3013825.2
8/3/2017,H&M,2067372.4
8/24/2017,H&M,3894037.2
8/6/2017,H&M,1445483.6
8/19/2017,H&M,63323
8/2/2017,H&M,1285071.8
8/17/2017,H&M,326266.8
8/9/2017,H&M,1488.2
8/3/2017,H&M,2261304.8
8/23/2017,H&M,1120382.2
8/12/2017,H&M,3835798.6
8/25/2017,H&M,529672.2
8/2/2017,H&M,322838.2
8/9/2017,H&M,2604657.8
8/17/2017,H&M,1719720.8
8/20/2017,H&M,751811.8
8/27/2017,H&M,1575560.4
8/30/2017,H&M,3835798.6
8/4/2017,H&M,1454111.2
8/29/2017,H&M,5017.8
8/7/2017,H&M,642094
8/26/2017,H&M,1017538.4
8/21/2017,H&M,1599646.8
8/23/2017,H&M,3732363.6
8/29/2017,H&M,2073152
8/24/2017,H&M,1818814.2
8/30/2017,H&M,853481.6
8/11/2017,H&M,3799349.4
8/26/2017,H&M,1677890
8/17/2017,H&M,128423.4
8/3/2017,H&M,2244454.4
8/1/2017,H&M,1560439
8/5/2017,H&M,358735.4
8/30/2017,H&M,804092.8
8/12/2017,H&M,3448614.6
8/17/2017,H&M,2209749
8/11/2017,H&M,2078458.6
8/5/2017,H&M,1884964.8
8/19/2017,H&M,2377091
8/5/2017,H&M,2266280.2
8/16/2017,H&M,755659.4
8/17/2017,H&M,3823116
8/6/2017,H&M,2188188.6
8/20/2017,H&M,1028675.2
8/5/2017,H&M,1377544.8
8/16/2017,H&M,58502
8/16/2017,H&M,58502
8/20/2017,H&M,766667.4
8/5/2017,H&M,357547.4
8/19/2017,H&M,1309159.6
8/28/2017,H&M,2100840.6
8/20/2017,H&M,993740.8
8/13/2017,H&M,1521030.4
8/22/2017,H&M,135291
8/12/2017,H&M,1518499.2
8/16/2017,H&M,378276.8
8/16/2017,H&M,378276.8
8/21/2017,H&M,3249716.8
8/27/2017,H&M,3235550.8
8/28/2017,H&M,360054
8/26/2017,H&M,1365341.6
8/26/2017,H&M,1806344.2
8/18/2017,H&M,1313992.8
8/12/2017,H&M,1208898
8/26/2017,H&M,1131765.6
8/28/2017,H&M,1320226
8/26/2017,H&M,3673068
8/28/2017,H&M,1297490
8/26/2017,H&M,124878.4
8/28/2017,H&M,2238219.2
8/27/2017,H&M,1177163.8
8/20/2017,H&M,1297557
8/27/2017,H&M,2255834.8
8/27/2017,H&M,2299903
8/27/2017,H&M,1191876.8
8/27/2017,H&M,1988841.2
8/26/2017,H&M,158119.2
8/27/2017,H&M,1314244.2
8/26/2017,H&M,2224244.8
8/26/2017,H&M,1170909.8
8/27/2017,H&M,58710.4
8/26/2017,H&M,579390
8/27/2017,H&M,1080244.2
8/26/2017,H&M,1739272.2
8/27/2017,H&M,488321.2
8/19/2017,H&M,79836
8/19/2017,H&M,79836
8/19/2017,H&M,79836
8/20/2017,H&M,140494.8
8/20/2017,H&M,1036630.6
8/31/2017,H&M,68550.6
8/19/2017,H&M,1882367.4
8/17/2017,H&M,2266280.2
8/27/2017,H&M,347437.6
8/17/2017,H&M,498054.2
8/1/2017,H&M,2702522.4
8/31/2017,H&M,802730.8
8/20/2017,H&M,906788.2
8/17/2017,H&M,2166756.8
8/17/2017,H&M,567378.8
8/17/2017,H&M,3284153.4
8/23/2017,H&M,103858.4
8/21/2017,H&M,285352.2
8/18/2017,H&M,1642758.6
8/18/2017,H&M,1565773.4
8/18/2017,H&M,1565773.4
8/20/2017,H&M,993364.6
8/19/2017,H&M,2052863.4
8/26/2017,H&M,1191543
8/27/2017,H&M,1921452.6
8/26/2017,H&M,2464061
8/28/2017,H&M,1968542.4
8/26/2017,H&M,1440345.8
8/26/2017,H&M,1692832.8
8/18/2017,H&M,1589773.8
8/26/2017,H&M,118693.8
8/16/2017,H&M,1762285.2
8/16/2017,H&M,1762285.2
8/27/2017,H&M,2034477.8
8/27/2017,H&M,2012402
8/20/2017,H&M,1346963.8
8/28/2017,H&M,398723.8
8/20/2017,H&M,476131.2
8/27/2017,H&M,843399.4
8/20/2017,H&M,476131.2
8/19/2017,H&M,718344.2
8/26/2017,H&M,1458535
8/27/2017,H&M,984502.2
8/16/2017,H&M,2433673.6
8/19/2017,H&M,810361.8
8/17/2017,H&M,3631074
8/13/2017,H&M,1863349
8/13/2017,H&M,637148
8/13/2017,H&M,3124830.4
8/12/2017,H&M,1777568.4
8/19/2017,H&M,432768.2
8/16/2017,H&M,1567521.8
8/17/2017,H&M,2034477.8
8/17/2017,H&M,2034477.8
8/18/2017,H&M,2867976.2
8/16/2017,H&M,378276.8
8/16/2017,H&M,378276.8
8/16/2017,H&M,378276.8
8/18/2017,H&M,2867976.2
8/27/2017,H&M,1007429.6
8/20/2017,H&M,1077925
8/25/2017,H&M,1440345.8
8/28/2017,H&M,689101.8
8/17/2017,H&M,57415
8/27/2017,H&M,2752430.4
8/18/2017,H&M,515983
8/19/2017,H&M,1948048.8
8/20/2017,H&M,1307463.6
8/20/2017,H&M,1307463.6
8/28/2017,H&M,1410176.2
8/19/2017,H&M,112385
8/27/2017,H&M,2253176.6
8/25/2017,H&M,1253332.6
8/20/2017,H&M,1077925
8/17/2017,H&M,1746960
8/16/2017,H&M,905146.6
8/17/2017,H&M,303783.8
8/25/2017,H&M,1244614
8/19/2017,H&M,630006.6
8/27/2017,H&M,2197339.2
8/27/2017,H&M,126538.6
8/20/2017,H&M,1053483
8/28/2017,H&M,89458.2
8/20/2017,H&M,1053483
8/27/2017,H&M,224065.2
8/20/2017,H&M,1053483
8/20/2017,H&M,1053483
8/20/2017,H&M,1053483
8/27/2017,H&M,2752430.4
8/28/2017,H&M,2797045.2
