eff_dt,merchant_nm,cust_no
8/5/2017,GUARDIAN,2266280.2
8/31/2017,GUARDIAN,2025547.2
8/9/2017,GUARDIAN,1789182.2
8/11/2017,GUARDIAN,586276.8
8/30/2017,GUARDIAN,175937.8
8/4/2017,GUARDIAN,74327.8
8/5/2017,GUARDIAN,431315.8
8/14/2017,GUARDIAN,179970.4
8/6/2017,GUARDIAN,1330964
8/19/2017,GUARDIAN,4006267.4
8/19/2017,GUARDIAN,3497328.8
8/29/2017,GUARDIAN,2748538.4
8/5/2017,GUARDIAN,2161519.4
8/19/2017,GUARDIAN,668866.6
8/18/2017,GUARDIAN,1787254
8/2/2017,GUARDIAN,2760509.6
8/27/2017,GUARDIAN,882294.6
8/27/2017,GUARDIAN,7419.4
8/27/2017,GUARDIAN,451042.4
8/26/2017,GUARDIAN,1600173.4
8/27/2017,GUARDIAN,3652035
8/31/2017,GUARDIAN,2497777.4
8/1/2017,GUARDIAN,1153432.2
8/19/2017,GUARDIAN,1878993.2
8/23/2017,GUARDIAN,3177780.8
8/12/2017,GUARDIAN,125831.6
8/19/2017,GUARDIAN,1607629.2
8/17/2017,GUARDIAN,461387.8
8/20/2017,GUARDIAN,176946.6
8/18/2017,GUARDIAN,195500.4
8/19/2017,GUARDIAN,926916
8/30/2017,GUARDIAN,59916.8
8/14/2017,GUARDIAN,1283354.6
8/17/2017,GUARDIAN,1862621.4
8/27/2017,GUARDIAN,1583529.8
8/25/2017,GUARDIAN,992340.2
8/25/2017,GUARDIAN,370545.4
8/26/2017,GUARDIAN,2797643.4
8/26/2017,GUARDIAN,389153.6
8/25/2017,GUARDIAN,103673
8/27/2017,GUARDIAN,522515.8
8/27/2017,GUARDIAN,1288113.4
8/18/2017,GUARDIAN,1316016.6
8/16/2017,GUARDIAN,1355790.6
8/6/2017,GUARDIAN,1375877.6
8/16/2017,GUARDIAN,71441.2
8/28/2017,GUARDIAN,2547590.6
8/28/2017,GUARDIAN,2547590.6
8/11/2017,GUARDIAN,3132328.2
8/19/2017,GUARDIAN,1308420.2
8/12/2017,GUARDIAN,825700
8/19/2017,GUARDIAN,3178199
8/17/2017,GUARDIAN,1267754.2
8/18/2017,GUARDIAN,286692.8
8/19/2017,GUARDIAN,2353306.4
8/13/2017,GUARDIAN,2158692.2
8/30/2017,GUARDIAN,1568862.4
8/10/2017,GUARDIAN,2308886.4
8/23/2017,GUARDIAN,720098.4
8/19/2017,GUARDIAN,689295.2
8/30/2017,GUARDIAN,183398.6
8/19/2017,GUARDIAN,285062.2
8/27/2017,GUARDIAN,503034
8/25/2017,GUARDIAN,1653093.4
8/15/2017,GUARDIAN,1346197.2
8/26/2017,GUARDIAN,1312123.2
8/24/2017,GUARDIAN,1335390.8
8/9/2017,GUARDIAN,1747144.4
8/27/2017,GUARDIAN,890922.2
8/26/2017,GUARDIAN,159278.2
8/27/2017,GUARDIAN,2123540
8/1/2017,GUARDIAN,1892841
8/28/2017,GUARDIAN,1627094.6
8/3/2017,GUARDIAN,1153482.2
8/23/2017,GUARDIAN,1743016
8/3/2017,GUARDIAN,1153482.2
8/22/2017,GUARDIAN,1209504.8
8/8/2017,GUARDIAN,1933217
8/18/2017,GUARDIAN,548521.6
8/1/2017,GUARDIAN,2797749.2
8/20/2017,GUARDIAN,1639086.2
8/11/2017,GUARDIAN,2445091.4
8/16/2017,GUARDIAN,2346034.8
8/16/2017,GUARDIAN,1196674.6
8/31/2017,GUARDIAN,1053217.2
8/11/2017,GUARDIAN,1010922.8
8/24/2017,GUARDIAN,111881.2
8/9/2017,GUARDIAN,1334781.2
8/9/2017,GUARDIAN,251559.2
8/24/2017,GUARDIAN,63262.4
8/6/2017,GUARDIAN,533547.8
8/8/2017,GUARDIAN,1350903.6
8/21/2017,GUARDIAN,1428868.8
8/14/2017,GUARDIAN,2207651.4
8/11/2017,GUARDIAN,2637527
8/20/2017,GUARDIAN,995398
8/11/2017,GUARDIAN,70940.8
8/31/2017,GUARDIAN,150562.8
8/14/2017,GUARDIAN,48685.8
8/13/2017,GUARDIAN,2120331.8
8/17/2017,GUARDIAN,481795.6
8/17/2017,GUARDIAN,1102424.2
8/2/2017,GUARDIAN,1723564
8/18/2017,GUARDIAN,273342.2
8/20/2017,GUARDIAN,58103.4
8/10/2017,GUARDIAN,2942214.8
8/27/2017,GUARDIAN,1565630
8/3/2017,GUARDIAN,1521831.2
8/20/2017,GUARDIAN,2356303.2
8/16/2017,GUARDIAN,1194800.4
8/17/2017,GUARDIAN,1474876.6
8/17/2017,GUARDIAN,519093.4
8/1/2017,GUARDIAN,135272.2
8/16/2017,GUARDIAN,938259
8/17/2017,GUARDIAN,3211255.6
8/18/2017,GUARDIAN,2767338.6
8/18/2017,GUARDIAN,2438645.4
8/20/2017,GUARDIAN,9218
8/24/2017,THE BODY SHOP,2867152
8/17/2017,THE BODY SHOP,65451.2
8/17/2017,THE BODY SHOP,1584947.8
8/11/2017,THE BODY SHOP,111266.6
8/11/2017,THE BODY SHOP,1766882.2
8/11/2017,THE BODY SHOP,111207.2
8/31/2017,THE BODY SHOP,1743016
8/23/2017,THE BODY SHOP,526067.4
8/4/2017,THE BODY SHOP,820219.4
8/2/2017,THE BODY SHOP,1971369.8
8/24/2017,THE BODY SHOP,2772149
8/16/2017,THE BODY SHOP,2442065.4
8/25/2017,THE BODY SHOP,74327.8
8/4/2017,THE BODY SHOP,3262209.4
8/23/2017,THE BODY SHOP,2099229
8/12/2017,THE BODY SHOP,2064249.8
8/6/2017,THE BODY SHOP,343676.4
8/30/2017,THE BODY SHOP,729647.4
8/10/2017,THE BODY SHOP,1177481.8
8/10/2017,THE BODY SHOP,1177481.8
8/8/2017,THE BODY SHOP,7508
8/29/2017,THE BODY SHOP,3438084.6
8/5/2017,THE BODY SHOP,1925823.4
8/7/2017,THE BODY SHOP,153165.8
8/25/2017,THE BODY SHOP,640188.6
8/18/2017,THE BODY SHOP,2067372.4
8/27/2017,THE BODY SHOP,2394499.4
8/26/2017,THE BODY SHOP,159278.2
8/19/2017,THE BODY SHOP,63849
8/15/2017,THE BODY SHOP,314046.4
8/20/2017,THE BODY SHOP,1746012.2
8/5/2017,THE BODY SHOP,1386215.2
8/15/2017,THE BODY SHOP,1608923.6
8/7/2017,THE BODY SHOP,433451.6
8/24/2017,THE BODY SHOP,1400978.2
8/26/2017,THE BODY SHOP,126220.4
8/1/2017,THE BODY SHOP,655386.8
8/21/2017,THE BODY SHOP,1952849.8
8/17/2017,THE BODY SHOP,667080.6
8/13/2017,THE BODY SHOP,895221
8/28/2017,THE BODY SHOP,719856.8
8/11/2017,THE BODY SHOP,2678378.6
8/19/2017,THE BODY SHOP,1072325.8
8/17/2017,THE BODY SHOP,719856.8
8/14/2017,DONER KEBAB,104780
8/20/2017,DONER KEBAB,1261208.4
8/17/2017,DONER KEBAB,1668008.6
8/12/2017,DONER KEBAB,1875912
8/4/2017,DONER KEBAB,1938032.2
8/13/2017,DONER KEBAB,1947946.8
8/11/2017,DONER KEBAB,3437512.4
8/1/2017,DONER KEBAB,1913222
8/17/2017,DONER KEBAB,1903825
8/17/2017,DONER KEBAB,3859734.4
8/22/2017,DAPUR SOLO,660598.4
8/22/2017,DAPUR SOLO,1350116.4
8/12/2017,DAPUR SOLO,4067146
8/28/2017,DAPUR SOLO,1624002
8/27/2017,DAPUR SOLO,13112.2
8/28/2017,DAPUR SOLO,447942.8
8/27/2017,DAPUR SOLO,719760.4
8/20/2017,DAPUR SOLO,1085464.8
8/17/2017,DAPUR SOLO,1646116
8/14/2017,DAPUR SOLO,1695388.6
8/3/2017,DAPUR SOLO,1801331.4
8/3/2017,DAPUR SOLO,196610
8/13/2017,DAPUR SOLO,871146.2
8/2/2017,DAPUR SOLO,1522633.4
8/10/2017,DAPUR SOLO,2524576.6
8/10/2017,DAPUR SOLO,1693171.4
8/14/2017,DAPUR SOLO,438918.8
8/31/2017,DAPUR SOLO,3757703.4
8/3/2017,DAPUR SOLO,416764
8/31/2017,DAPUR SOLO,59954.2
8/31/2017,DAPUR SOLO,2904891.2
8/31/2017,DAPUR SOLO,2904891.2
8/30/2017,DAPUR SOLO,2107264
8/6/2017,DAPUR SOLO,2934583.4
8/24/2017,DAPUR SOLO,588646
8/17/2017,DAPUR SOLO,926328.2
8/7/2017,DAPUR SOLO,427858.2
8/7/2017,DAPUR SOLO,1483343
8/7/2017,DAPUR SOLO,1483343
8/20/2017,DAPUR SOLO,1149603
8/9/2017,DAPUR SOLO,1049275.4
8/10/2017,BURGER KING,108965.4
8/21/2017,BURGER KING,104801.2
8/19/2017,BURGER KING,84299.6
8/13/2017,BURGER KING,1357531.8
8/12/2017,BURGER KING,3278404.8
8/31/2017,BURGER KING,833872
8/13/2017,BEBEK PINGGIR SAWAH,311872.2
8/19/2017,BEBEK PINGGIR SAWAH,806255
8/3/2017,GOLDEN,1915592.2
8/15/2017,GOLDEN,2530631
8/19/2017,PHO24,1220789.6
8/12/2017,PHO24,1568281
8/20/2017,PHO24,1344787.8
8/21/2017,PHO24,1833173.8
8/24/2017,PHO24,517360.6
8/14/2017,PHO24,1941942.8
8/26/2017,PHO24,718046.4
8/16/2017,WARJOK ASLI,2095391.6
8/7/2017,WARJOK ASLI,762635
8/6/2017,WARJOK ASLI,1993332.8
8/19/2017,WARJOK ASLI,2603129.8
8/20/2017,WARJOK ASLI,903714.8
8/6/2017,WARJOK ASLI,906035
8/6/2017,WARJOK ASLI,1848594.4
8/5/2017,WARJOK ASLI,2655055
8/21/2017,WARJOK ASLI,1850147.6
8/31/2017,WARJOK ASLI,1471043
8/3/2017,WARJOK ASLI,1367093.2
8/8/2017,WARJOK ASLI,2464786.2
8/3/2017,WARJOK ASLI,984608
8/30/2017,WARJOK ASLI,1583667.8
8/13/2017,WARJOK ASLI,2073110.4
8/12/2017,WARJOK ASLI,1607166.4
8/16/2017,WARJOK ASLI,53110.4
8/28/2017,WARJOK ASLI,2095391.6
8/27/2017,WARJOK ASLI,635848.6
8/21/2017,WARJOK ASLI,1386903.4
8/12/2017,WARJOK ASLI,133721.2
8/28/2017,WARJOK ASLI,2904891.2
8/28/2017,WARJOK ASLI,819181.8
8/17/2017,WARJOK ASLI,3899070.2
8/26/2017,WARJOK ASLI,116748.4
8/6/2017,WARJOK ASLI,1848594.4
8/31/2017,WARJOK ASLI,1387273.8
8/25/2017,WARJOK ASLI,1542181
8/25/2017,WARJOK ASLI,1256407.4
8/23/2017,WARJOK ASLI,762635
8/29/2017,WARJOK ASLI,2655055
8/4/2017,WARJOK ASLI,2038407.2
8/4/2017,WARJOK ASLI,1807069.6
8/23/2017,WARJOK ASLI,2018561.4
8/1/2017,WARJOK ASLI,1185698
8/6/2017,WARJOK ASLI,1848594.4
8/10/2017,WARJOK ASLI,762635
8/24/2017,WARJOK ASLI,1329098.2
8/30/2017,WARJOK ASLI,2095391.6
8/24/2017,WARJOK ASLI,1104468.8
8/17/2017,WARJOK ASLI,82157.8
8/18/2017,WARJOK ASLI,111270.4
8/6/2017,WARJOK ASLI,578084
8/18/2017,WARJOK ASLI,574195.6
8/11/2017,WARJOK ASLI,92155.4
8/17/2017,BASKIN ROBIN,1912506.6
8/17/2017,BASKIN ROBIN,64126.2
8/18/2017,BASKIN ROBIN,511486.6
8/17/2017,BASKIN ROBIN,838536.6
8/16/2017,BASKIN ROBIN,1697675.8
8/17/2017,BASKIN ROBIN,681108.2
8/17/2017,BASKIN ROBIN,85653.6
8/17/2017,BASKIN ROBIN,823503.2
8/17/2017,BASKIN ROBIN,3443593.2
8/24/2017,BASKIN ROBIN,115932.4
8/24/2017,BASKIN ROBIN,115932.4
8/18/2017,BASKIN ROBIN,105140.6
8/26/2017,BASKIN ROBIN,3307950.8
8/17/2017,BASKIN ROBIN,1991976.6
8/17/2017,BASKIN ROBIN,111853.8
8/17/2017,BASKIN ROBIN,2054135
8/17/2017,BASKIN ROBIN,109682.2
8/18/2017,BASKIN ROBIN,1517892.4
8/18/2017,BASKIN ROBIN,1140171.8
8/18/2017,BASKIN ROBIN,639022.8
8/8/2017,BASKIN ROBIN,1151174.4
8/7/2017,BASKIN ROBIN,869089.4
8/7/2017,BASKIN ROBIN,2778601.4
8/13/2017,BASKIN ROBIN,1344144.2
8/7/2017,BASKIN ROBIN,1066495.2
8/14/2017,BASKIN ROBIN,348853.2
8/14/2017,BASKIN ROBIN,323048.4
8/14/2017,BASKIN ROBIN,1738382.8
8/14/2017,BASKIN ROBIN,1930487.8
8/14/2017,BASKIN ROBIN,1738382.8
8/14/2017,BASKIN ROBIN,126111.2
8/7/2017,BASKIN ROBIN,2496918.8
8/6/2017,BASKIN ROBIN,249635.4
8/14/2017,BASKIN ROBIN,922408.2
8/7/2017,BASKIN ROBIN,3500712.6
8/14/2017,BASKIN ROBIN,2607541
8/6/2017,BASKIN ROBIN,179673.2
8/14/2017,BASKIN ROBIN,108588.2
8/2/2017,BASKIN ROBIN,3197371.4
8/7/2017,BASKIN ROBIN,108673
8/14/2017,BASKIN ROBIN,1023019.4
8/12/2017,BASKIN ROBIN,1956947.2
8/8/2017,BASKIN ROBIN,3754362
8/14/2017,BASKIN ROBIN,1536210.4
8/8/2017,BASKIN ROBIN,1828422.6
8/12/2017,BASKIN ROBIN,388859
8/7/2017,BASKIN ROBIN,69806.2
8/14/2017,BASKIN ROBIN,1664205.8
8/7/2017,BASKIN ROBIN,2373314.8
8/30/2017,BASKIN ROBIN,416982
8/7/2017,BASKIN ROBIN,1636013.4
8/14/2017,BASKIN ROBIN,121727.4
8/14/2017,BASKIN ROBIN,1842168.6
8/6/2017,BASKIN ROBIN,1840007.8
8/7/2017,BASKIN ROBIN,994769.6
8/7/2017,BASKIN ROBIN,994769.6
8/3/2017,BASKIN ROBIN,2083837.8
8/14/2017,BASKIN ROBIN,176268.6
8/14/2017,BASKIN ROBIN,1951092
8/14/2017,BASKIN ROBIN,2451654
8/14/2017,BASKIN ROBIN,1278383
8/13/2017,BASKIN ROBIN,1400412.8
8/14/2017,BASKIN ROBIN,2910108.2
8/14/2017,BASKIN ROBIN,1608830.4
8/6/2017,BASKIN ROBIN,2581844.8
8/14/2017,BASKIN ROBIN,945798.2
8/7/2017,BASKIN ROBIN,875304.4
8/7/2017,BASKIN ROBIN,875304.4
8/10/2017,BASKIN ROBIN,169888
8/14/2017,BASKIN ROBIN,2910108.2
8/14/2017,BASKIN ROBIN,1529984
8/5/2017,BASKIN ROBIN,66324
8/14/2017,BASKIN ROBIN,503224.6
8/14/2017,BASKIN ROBIN,2503387.6
8/3/2017,BASKIN ROBIN,123821.8
8/12/2017,BASKIN ROBIN,66324
8/7/2017,BASKIN ROBIN,125339
8/12/2017,BASKIN ROBIN,85653.6
8/19/2017,BASKIN ROBIN,1937204.6
8/7/2017,BASKIN ROBIN,1232092.4
8/5/2017,BASKIN ROBIN,668866.6
8/7/2017,BASKIN ROBIN,1317278.8
8/7/2017,BASKIN ROBIN,1559395.8
8/5/2017,BASKIN ROBIN,829243.2
8/7/2017,BASKIN ROBIN,130003.4
8/21/2017,BASKIN ROBIN,181022.2
8/7/2017,BASKIN ROBIN,1232092.4
8/7/2017,BASKIN ROBIN,755985.6
8/7/2017,BASKIN ROBIN,1194766.6
8/7/2017,BASKIN ROBIN,1194766.6
8/7/2017,BASKIN ROBIN,1746161.8
8/21/2017,BASKIN ROBIN,1167594.2
8/7/2017,BASKIN ROBIN,1137084.6
8/7/2017,BASKIN ROBIN,415945.6
8/21/2017,BASKIN ROBIN,1205166.8
8/19/2017,BASKIN ROBIN,2334791.6
8/9/2017,BASKIN ROBIN,1569004.2
8/7/2017,BASKIN ROBIN,2993914.2
8/21/2017,BASKIN ROBIN,69806.2
8/7/2017,BASKIN ROBIN,1758647
8/9/2017,BASKIN ROBIN,1556502.4
8/7/2017,BASKIN ROBIN,616977
8/6/2017,BASKIN ROBIN,1803573.6
8/21/2017,BASKIN ROBIN,557494.2
8/27/2017,BASKIN ROBIN,342854.2
8/20/2017,BASKIN ROBIN,2719584
8/21/2017,BASKIN ROBIN,1000638.2
8/7/2017,BASKIN ROBIN,99677
8/21/2017,BASKIN ROBIN,2176565.4
8/7/2017,BASKIN ROBIN,922408.2
8/15/2017,BASKIN ROBIN,1453265.4
8/7/2017,BASKIN ROBIN,1283354.6
8/7/2017,BASKIN ROBIN,1389455.8
8/5/2017,BASKIN ROBIN,85653.6
8/21/2017,BASKIN ROBIN,102664.4
8/21/2017,BASKIN ROBIN,2358192.8
8/21/2017,BASKIN ROBIN,115932.4
8/22/2017,BASKIN ROBIN,1664205.8
8/19/2017,BASKIN ROBIN,111728.4
8/25/2017,BASKIN ROBIN,1962511.2
8/22/2017,BASKIN ROBIN,1768540.4
8/26/2017,BASKIN ROBIN,3151618
8/23/2017,BASKIN ROBIN,508470
8/23/2017,BASKIN ROBIN,508470
8/16/2017,BASKIN ROBIN,1155670.4
8/18/2017,BASKIN ROBIN,1456490.2
8/1/2017,BASKIN ROBIN,1933030.8
8/1/2017,BASKIN ROBIN,2077499.8
8/27/2017,BASKIN ROBIN,415350
8/14/2017,BASKIN ROBIN,1874950.6
8/28/2017,BASKIN ROBIN,124754.6
8/28/2017,BASKIN ROBIN,536319.2
8/28/2017,BASKIN ROBIN,1410176.2
8/14/2017,BASKIN ROBIN,1559395.8
8/28/2017,BASKIN ROBIN,1976573
8/14/2017,BASKIN ROBIN,105574.6
8/14/2017,BASKIN ROBIN,236012
8/14/2017,BASKIN ROBIN,1148199.6
8/14/2017,BASKIN ROBIN,1148199.6
8/28/2017,BASKIN ROBIN,1824362.4
8/17/2017,BASKIN ROBIN,967594.8
8/17/2017,BASKIN ROBIN,967594.8
8/28/2017,BASKIN ROBIN,157602
8/28/2017,BASKIN ROBIN,1638063.6
8/28/2017,BASKIN ROBIN,797278.2
8/28/2017,BASKIN ROBIN,1827138.8
8/28/2017,BASKIN ROBIN,1405426.6
8/16/2017,BASKIN ROBIN,84162.8
8/28/2017,BASKIN ROBIN,581805.8
8/28/2017,BASKIN ROBIN,194758.8
8/28/2017,BASKIN ROBIN,701871
8/28/2017,BASKIN ROBIN,109338.6
8/28/2017,BASKIN ROBIN,2307734.4
8/28/2017,BASKIN ROBIN,1152534
8/28/2017,BASKIN ROBIN,107986.4
8/18/2017,BASKIN ROBIN,206337
8/28/2017,BASKIN ROBIN,1253086.2
8/21/2017,BASKIN ROBIN,136146.4
8/16/2017,BASKIN ROBIN,637148
8/21/2017,BASKIN ROBIN,876498.4
8/21/2017,BASKIN ROBIN,2266884.8
8/17/2017,BASKIN ROBIN,2841689.8
8/27/2017,BASKIN ROBIN,1025797
8/27/2017,BASKIN ROBIN,1624810.8
8/26/2017,BASKIN ROBIN,1967343.4
8/17/2017,BASKIN ROBIN,115932.4
8/21/2017,BASKIN ROBIN,2074285.4
8/21/2017,BASKIN ROBIN,1452596
8/21/2017,BASKIN ROBIN,1714115.2
8/21/2017,BASKIN ROBIN,102664.4
8/21/2017,BASKIN ROBIN,102664.4
8/21/2017,BASKIN ROBIN,102664.4
8/17/2017,BASKIN ROBIN,428589.6
8/21/2017,BASKIN ROBIN,1278383
8/21/2017,BASKIN ROBIN,1941942.8
8/21/2017,BASKIN ROBIN,181022.2
8/21/2017,BASKIN ROBIN,1317278.8
8/21/2017,BASKIN ROBIN,955146.2
8/17/2017,BASKIN ROBIN,664829.6
8/17/2017,BASKIN ROBIN,719856.8
8/21/2017,BASKIN ROBIN,115932.4
8/17/2017,BASKIN ROBIN,2581844.8
8/21/2017,BASKIN ROBIN,58149.6
8/17/2017,BASKIN ROBIN,128459.8
8/16/2017,BASKIN ROBIN,1615475.2
8/16/2017,BASKIN ROBIN,1615475.2
8/17/2017,BASKIN ROBIN,1605734.8
8/17/2017,BASKIN ROBIN,1090117
8/19/2017,BASKIN ROBIN,3112.2
8/18/2017,BASKIN ROBIN,694066
8/18/2017,BASKIN ROBIN,1854198.6
8/16/2017,BASKIN ROBIN,58710.4
8/16/2017,BASKIN ROBIN,1069643.2
8/17/2017,BASKIN ROBIN,206250.2
8/17/2017,BASKIN ROBIN,208694.2
8/17/2017,BASKIN ROBIN,1761389.2
8/11/2017,BASKIN ROBIN,1972533.8
8/9/2017,BASKIN ROBIN,1605970.8
8/23/2017,MI TARIK LEKER,1538784.8
8/4/2017,MI TARIK LEKER,993492.8
8/3/2017,MI TARIK LEKER,115202.4
8/29/2017,MI TARIK LEKER,797916
8/27/2017,MI TARIK LEKER,1721220.6
8/22/2017,MI TARIK LEKER,783694.2
8/29/2017,MI TARIK LEKER,1023520.4
8/22/2017,MI TARIK LEKER,920503.6
8/19/2017,MI TARIK LEKER,3136095.2
8/29/2017,SABOGA,127104.2
8/25/2017,SABOGA,2294666
8/23/2017,SABOGA,208694.2
8/10/2017,SABOGA,1351501.8
8/28/2017,SABOGA,680946.8
8/11/2017,SABOGA,1408706.4
8/19/2017,SABOGA,800362.6
8/27/2017,SABOGA,796656.6
8/19/2017,SUSHI MARA,72693.8
8/12/2017,SUSHI MARA,2656168.2
8/12/2017,SUSHI MARA,2656168.2
8/16/2017,SUSHI MARA,69503.6
8/17/2017,SUSHI MARA,2256638.6
8/21/2017,SUSHI MARA,69503.6
8/26/2017,SUSHI MARA,1434235
8/27/2017,SUSHI MARA,174332.8
8/28/2017,SUSHI MARA,85694
8/27/2017,SUSHI MARA,1869188.4
8/16/2017,SUSHI MARA,882596.2
8/16/2017,SUSHI MARA,2603104.2
8/17/2017,SUSHI MARA,734554.2
8/17/2017,SUSHI MARA,1139908.6
8/17/2017,SUSHI MARA,868339
8/7/2017,SUSHI MARA,78301.8
8/8/2017,SUSHI MARA,2834419.4
8/6/2017,SUSHI MARA,2883987
8/8/2017,SUSHI MARA,7508
8/7/2017,SUSHI MARA,1047051.2
8/29/2017,SUSHI MARA,2644778.8
8/8/2017,SUSHI MARA,1513192.6
8/4/2017,SUSHI MARA,2044850.6
8/16/2017,SUSHI MARA,1346148
8/27/2017,SUSHI MARA,133617
8/3/2017,SUSHI MARA,650220.8
8/25/2017,SUSHI MARA,392278.4
8/25/2017,SUSHI MARA,102479.6
8/25/2017,SUSHI MARA,67376.2
8/25/2017,SUSHI MARA,740097.2
8/4/2017,SUSHI MARA,1288026.2
8/4/2017,SUSHI MARA,392278.4
8/11/2017,SUSHI MARA,1617708.8
8/20/2017,SUSHI MARA,2715026.2
8/11/2017,SUSHI MARA,140750.4
8/24/2017,SUSHI MARA,489132.2
8/5/2017,SUSHI MARA,684205.2
8/25/2017,SUSHI MARA,567421
8/5/2017,SUSHI MARA,2103763.6
8/6/2017,SUSHI MARA,1026332.6
8/26/2017,SUSHI MARA,3140320.8
8/19/2017,SUSHI MARA,571614.8
8/9/2017,SUSHI MARA,178280.4
8/15/2017,SUSHI MARA,1172599.6
8/5/2017,SUSHI MARA,486145.6
8/9/2017,SUSHI MOI,1932885.8
8/9/2017,SUSHI MOI,2028364.4
8/26/2017,SUSHI MOI,1905533.6
8/7/2017,SUSHI MOI,1887792.8
8/31/2017,SUSHI MOI,1276820.2
8/13/2017,SUSHI MOI,1006344.2
8/12/2017,SUSHI MOI,1380617.6
8/29/2017,SUSHI MOI,1708140.6
8/13/2017,SUSHI MOI,900857.8
8/6/2017,SUSHI MOI,2315794
8/2/2017,SUSHI MOI,248482.2
8/3/2017,SUSHI MOI,2284124.2
8/14/2017,SUSHI MOI,59802.8
8/30/2017,SUSHI MOI,1089597.2
8/30/2017,SUSHI MOI,1028856
8/8/2017,SUSHI MOI,4067146
8/13/2017,SUSHI MOI,1580932
8/19/2017,SUSHI MOI,160540.6
8/28/2017,SUSHI MOI,1262371.4
8/19/2017,SUSHI MOI,1047873.4
8/21/2017,SUSHI MOI,1567496.2
8/20/2017,SUSHI MOI,1528936
8/13/2017,SUSHI MOI,1382394.4
8/16/2017,SUSHI MOI,3247684.4
8/19/2017,SUSHI MOI,75137.6
8/17/2017,SUSHI MOI,1461272.2
8/27/2017,SUSHI MOI,179089.2
8/27/2017,SUSHI MOI,582935.4
8/27/2017,SUSHI MOI,1638677.4
8/26/2017,SUSHI MOI,3028911.6
8/20/2017,SUSHI MOI,303515.6
8/4/2017,SUSHI MOI,3267145
8/23/2017,SUSHI MOI,1513796.6
8/13/2017,SUSHI MOI,3400066.8
8/22/2017,SUSHI MOI,2047390.6
8/1/2017,SUSHI MOI,1794227.4
8/27/2017,SUSHI MOI,3100037.4
8/27/2017,SUSHI MOI,1723564
8/17/2017,SUSHI MOI,2161636.2
8/28/2017,SUSHI MOI,1243318.8
8/24/2017,SUSHI MOI,60913.2
8/26/2017,SUSHI MOI,627746
8/11/2017,EXCELSO,600355.6
8/23/2017,EXCELSO,120374.6
8/17/2017,EXCELSO,311679.6
8/13/2017,EXCELSO,135606
8/1/2017,EXCELSO,100911.2
8/31/2017,EXCELSO,3754362
8/13/2017,EXCELSO,1560508.8
8/13/2017,EXCELSO,140494.8
8/31/2017,EXCELSO,2309991.6
8/5/2017,EXCELSO,1763985.2
8/10/2017,EXCELSO,1471043
8/13/2017,EXCELSO,57418.8
8/1/2017,EXCELSO,8539
8/6/2017,EXCELSO,135606
8/16/2017,EXCELSO,69956.2
8/9/2017,EXCELSO,2604657.8
8/7/2017,EXCELSO,1697324
8/12/2017,EXCELSO,744623.4
8/27/2017,EXCELSO,2301019.8
8/17/2017,EXCELSO,2501044.8
8/30/2017,EXCELSO,882089
8/27/2017,EXCELSO,318673.8
8/27/2017,EXCELSO,99368.4
8/26/2017,EXCELSO,1096629.4
8/27/2017,EXCELSO,188152.8
8/17/2017,EXCELSO,666482.6
8/21/2017,EXCELSO,628227.6
8/20/2017,EXCELSO,135606
8/17/2017,EXCELSO,2594780.2
8/8/2017,EXCELSO,1502570
8/27/2017,EXCELSO,140494.8
8/26/2017,DAIRY QUEEN,718046.4
8/27/2017,DAIRY QUEEN,123613.2
8/13/2017,DAIRY QUEEN,2338740
8/30/2017,DAIRY QUEEN,93501
8/12/2017,DAIRY QUEEN,944966
8/8/2017,DAIRY QUEEN,487167.4
8/18/2017,DAIRY QUEEN,2184116
8/11/2017,DAIRY QUEEN,67553
8/24/2017,DAIRY QUEEN,2016782.2
8/11/2017,DAIRY QUEEN,3437512.4
8/3/2017,DAIRY QUEEN,1173234.6
8/8/2017,DAIRY QUEEN,2250982.2
8/13/2017,DAIRY QUEEN,683462
8/21/2017,DAIRY QUEEN,863352.2
8/16/2017,DAIRY QUEEN,1661750.4
8/5/2017,DAIRY QUEEN,3830200.2
8/27/2017,DAIRY QUEEN,845605.4
8/28/2017,DAIRY QUEEN,819181.8
8/27/2017,DAIRY QUEEN,3456981.2
8/3/2017,DAIRY QUEEN,1010579
8/28/2017,DAIRY QUEEN,1351501.8
8/6/2017,DAIRY QUEEN,907208.2
8/12/2017,DAIRY QUEEN,181402.4
8/6/2017,DAIRY QUEEN,2912933.6
8/20/2017,DAIRY QUEEN,1472294.6
8/21/2017,DAIRY QUEEN,863352.2
8/26/2017,DAIRY QUEEN,1544022.6
8/5/2017,DAIRY QUEEN,1040199.2
8/12/2017,DAIRY QUEEN,722951.6
8/17/2017,DAIRY QUEEN,770537.8
8/20/2017,DAIRY QUEEN,684403
8/12/2017,TA WAN,338065.4
8/21/2017,TA WAN,2056727.2
8/20/2017,TA WAN,1629962.6
8/22/2017,TA WAN,2058911.2
8/9/2017,TA WAN,2133583
8/12/2017,TA WAN,1699692.6
8/29/2017,TA WAN,108897.2
8/17/2017,TA WAN,3077860.2
8/28/2017,TA WAN,3389937.4
8/13/2017,TA WAN,2815763.2
8/17/2017,TA WAN,487787.6
8/12/2017,TA WAN,1699692.6
8/28/2017,TA WAN,879276.4
8/18/2017,TA WAN,2178985
8/7/2017,TA WAN,1202769.2
8/26/2017,TA WAN,718046.4
